hand_number,player_id,pot_size,player_chips,player_state
119,4,30,4840,OUT
120,0,30,4930,OUT
120,1,30,5820,IN
120,2,30,4820,OUT
120,3,30,4590,OUT
120,4,30,4840,OUT
121,0,120,4930,OUT
121,1,120,5840,IN
121,2,120,4800,OUT
121,3,120,4590,OUT
121,4,120,4840,OUT
122,0,30,4930,OUT
122,1,30,5840,OUT
122,2,30,4790,OUT
122,3,30,4600,IN
122,4,30,4840,OUT
123,0,110,4930,OUT
123,1,110,5840,OUT
123,2,110,4820,IN
123,3,110,4590,OUT
123,4,110,4820,OUT
124,0,30,4940,IN
124,1,30,5840,OUT
124,2,30,4820,OUT
124,3,30,4590,OUT
124,4,30,4810,OUT
125,0,260,5040,IN
125,1,260,5820,OUT
125,2,260,4820,OUT
125,3,260,4590,OUT
125,4,260,4730,OUT
126,0,120,5040,OUT
126,1,120,5840,IN
126,2,120,4800,OUT
126,3,120,4590,OUT
126,4,120,4730,OUT
127,0,30,5040,OUT
127,1,30,5840,OUT
127,2,30,4790,OUT
127,3,30,4600,IN
127,4,30,4730,OUT
128,0,30,5040,OUT
128,1,30,5840,OUT
128,2,30,4790,OUT
128,3,30,4590,OUT
128,4,30,4740,IN
129,0,690,4700,OUT
129,1,690,6190,IN
129,2,690,4790,OUT
129,3,690,4590,OUT
129,4,690,4730,OUT
130,0,110,4690,OUT
130,1,110,6170,OUT
130,2,110,4790,OUT
130,3,110,4590,OUT
130,4,110,4760,IN
131,0,230,4610,OUT
131,1,230,6160,OUT
131,2,230,4880,IN
131,3,230,4590,OUT
131,4,230,4760,OUT
132,0,30,4610,OUT
132,1,30,6160,OUT
132,2,30,4870,OUT
132,3,30,4600,IN
132,4,30,4760,OUT
133,0,30,4610,OUT
133,1,30,6160,OUT
133,2,30,4870,OUT
133,3,30,4590,OUT
133,4,30,4770,IN
134,0,460,4590,OUT
134,1,460,6360,IN
134,2,460,4870,OUT
134,3,460,4590,OUT
134,4,460,4590,OUT
135,0,30,4580,OUT
135,1,30,6370,IN
135,2,30,4870,OUT
135,3,30,4590,OUT
135,4,30,4590,OUT
136,0,130,4610,IN
136,1,130,6360,OUT
136,2,130,4850,OUT
136,3,130,4590,OUT
136,4,130,4590,OUT
137,0,110,4610,OUT
137,1,110,6360,OUT
137,2,110,4840,OUT
137,3,110,4570,OUT
137,4,110,4620,IN
138,0,470,4820,IN
138,1,470,6180,OUT
138,2,470,4840,OUT
138,3,470,4560,OUT
138,4,470,4600,OUT
139,0,30,4830,IN
139,1,30,6180,OUT
139,2,30,4840,OUT
139,3,30,4560,OUT
139,4,30,4590,OUT
140,0,130,4820,OUT
140,1,130,6160,OUT
140,2,130,4840,OUT
140,3,130,4590,IN
140,4,130,4590,OUT
141,0,130,4820,OUT
141,1,130,6150,OUT
141,2,130,4820,OUT
141,3,130,4590,OUT
141,4,130,4620,IN
142,0,250,4820,OUT
142,1,250,6260,IN
142,2,250,4810,OUT
142,3,250,4570,OUT
142,4,250,4540,OUT
143,0,110,4820,OUT
143,1,110,6260,OUT
143,2,110,4840,IN
143,3,110,4560,OUT
143,4,110,4520,OUT
144,0,130,4800,OUT
144,1,130,6260,OUT
144,2,130,4870,IN
144,3,130,4560,OUT
144,4,130,4510,OUT
145,0,30,4790,OUT
145,1,30,6270,IN
145,2,30,4870,OUT
145,3,30,4560,OUT
145,4,30,4510,OUT
146,0,130,4820,IN
146,1,130,6260,OUT
146,2,130,4850,OUT
146,3,130,4560,OUT
146,4,130,4510,OUT
147,0,580,4820,OUT
147,1,580,6020,OUT
147,2,580,5110,IN
147,3,580,4540,OUT
147,4,580,4510,OUT
148,0,30,4820,OUT
148,1,30,6020,OUT
148,2,30,5110,OUT
148,3,30,4530,OUT
148,4,30,4520,IN
149,0,890,5310,IN
149,1,890,5940,OUT
149,2,890,4710,OUT
149,3,890,4530,OUT
149,4,890,4510,OUT
150,0,110,5300,OUT
150,1,110,5920,OUT
150,2,110,4740,IN
150,3,110,4530,OUT
150,4,110,4510,OUT
151,0,270,5300,OUT
151,1,270,5910,OUT
151,2,270,4720,OUT
151,3,270,4450,OUT
151,4,270,4620,IN
152,0,130,5330,IN
152,1,130,5910,OUT
152,2,130,4710,OUT
152,3,130,4430,OUT
152,4,130,4620,OUT
153,0,110,5330,OUT
153,1,110,5940,IN
153,2,110,4710,OUT
153,3,110,4420,OUT
153,4,110,4600,OUT
154,0,30,5340,IN
154,1,30,5940,OUT
154,2,30,4710,OUT
154,3,30,4420,OUT
154,4,30,4590,OUT
155,0,230,5330,OUT
155,1,230,6030,IN
155,2,230,4630,OUT
155,3,230,4420,OUT
155,4,230,4590,OUT
156,0,30,5330,OUT
